uberon_id	label	cxg_datasets	direct_cell_types	cell_types_incl_subparts	in_subsets	status
UBERON:0004145	outflow tract	1	0	0	pheno_slim	NO_LINK
UBERON:0002420	basal ganglion	1	1	15	efo_slim|pheno_slim|uberon_slim	DIRECT
UBERON:0002184	segmental bronchus	1	0	0	organ_slim|uberon_slim	NO_LINK
UBERON:0000074	renal glomerulus	1	2	9	efo_slim|pheno_slim|vertebrate_core	DIRECT
UBERON:0001097	axillary lymph node	1	0	0	pheno_slim|uberon_slim	NO_LINK
UBERON:0000088	trophoblast	1	0	1	early_development|pheno_slim	INHERITED_ONLY
UBERON:0001385	tibialis anterior	1	0	0	efo_slim|pheno_slim|uberon_slim	NO_LINK
UBERON:0001483	skin of shoulder	1	0	0		NO_LINK
UBERON:0000926	mesoderm	1	1	3	efo_slim|pheno_slim|uberon_slim|vertebrate_core	DIRECT
UBERON:0002870	dorsal motor nucleus of vagus nerve	1	0	0	uberon_slim	NO_LINK
UBERON:0001513	skin of pes	1	0	0	pheno_slim	NO_LINK
UBERON:0002132	dentate nucleus	1	0	0	pheno_slim|uberon_slim	NO_LINK
UBERON:0002807	right occipital lobe	1	0	0		NO_LINK
UBERON:0008971	left colon	1	0	0		NO_LINK
UBERON:0007625	pigment epithelium of eye	1	0	0	pheno_slim	NO_LINK
UBERON:0003704	intrahepatic bile duct	1	0	1	pheno_slim|vertebrate_core	INHERITED_ONLY
UBERON:0003968	peripheral lymph node	1	0	0	pheno_slim	NO_LINK
UBERON:0002484	bone marrow cavity	1	0	0	pheno_slim	NO_LINK
UBERON:0001275	pubis	1	0	0	pheno_slim|uberon_slim	NO_LINK
UBERON:0002168	left lung	1	0	0	pheno_slim|uberon_slim	NO_LINK
UBERON:0002477	medial globus pallidus	1	0	0	uberon_slim	NO_LINK
UBERON:0015880	external iliac lymph node	1	0	0		NO_LINK
UBERON:0035895	lateral visual area	1	0	0		NO_LINK
UBERON:0001174	common bile duct	1	0	0	pheno_slim|uberon_slim|vertebrate_core	NO_LINK
UBERON:0004809	salivary gland epithelium	1	1	1	pheno_slim	DIRECT
UBERON:0002294	biliary system	1	0	6	pheno_slim|uberon_slim	INHERITED_ONLY
UBERON:0001417	skin of neck	1	0	0		NO_LINK
UBERON:0001301	epididymis	1	1	1	efo_slim|pheno_slim|uberon_slim	DIRECT
UBERON:0000002	uterine cervix	1	3	4	efo_slim|pheno_slim|uberon_slim	DIRECT
UBERON:0003027	cingulate cortex	1	0	0	efo_slim|uberon_slim	NO_LINK
UBERON:0001359	cerebrospinal fluid	1	0	0	efo_slim|pheno_slim|uberon_slim|vertebrate_core	NO_LINK
